id,B,G,R,class
109395,69,67,37,2
109396,76,73,42,2
109397,73,71,31,2
109398,104,101,57,2
109399,140,137,93,2
109400,165,162,118,2
109401,174,171,126,2
109402,176,173,128,2
109403,176,174,126,2
109404,176,174,126,2
109405,173,172,122,2
109406,173,172,122,2
109407,173,172,121,2
109408,172,171,120,2
109409,172,171,120,2
109410,172,171,120,2
109411,171,171,117,2
109412,171,171,117,2
109413,172,171,120,2
109414,172,171,120,2
109415,172,171,120,2
109416,173,173,119,2
109417,173,173,119,2
109418,173,174,118,2
109419,173,173,119,2
109420,173,172,121,2
109421,170,169,119,2
109422,170,167,122,2
109423,169,165,124,2
109424,173,167,130,2
109425,177,170,137,2
109426,153,145,115,2
109427,86,77,50,2
109428,20,12,0,2
109429,15,11,0,2
109430,19,16,2,2
109431,19,16,1,2
109432,17,14,0,2
109433,18,15,0,2
109434,16,14,0,2
109435,16,14,0,2
109436,22,21,1,2
109437,35,34,14,2
109438,40,39,18,2
109439,40,39,18,2
109440,57,57,33,2
109441,87,87,63,2
109442,95,96,70,2
109443,98,99,73,2
109444,255,255,255,2
109445,202,200,165,2
109446,202,200,165,2
109447,202,200,165,2
109448,202,200,165,2
109449,202,200,165,2
109450,202,200,165,2
109451,202,200,165,2
109452,202,200,165,2
109453,202,200,165,2
109454,202,200,165,2
109455,202,200,165,2
109456,202,200,165,2
109457,202,200,165,2
109458,202,200,165,2
109459,202,200,165,2
109460,200,198,163,2
109461,200,198,163,2
109462,200,198,163,2
109463,200,198,163,2
109464,200,198,163,2
109465,200,198,163,2
109466,200,198,163,2
109467,200,198,163,2
109468,201,199,164,2
109469,201,199,164,2
109470,201,199,164,2
109471,200,198,163,2
109472,200,198,163,2
109473,199,197,162,2
109474,199,197,162,2
109475,199,197,162,2
109476,199,198,160,2
109477,199,198,160,2
109478,199,198,160,2
109479,199,198,160,2
109480,199,198,160,2
109481,199,198,160,2
109482,199,198,160,2
109483,199,198,160,2
109484,199,198,160,2
109485,199,198,160,2
109486,199,198,160,2
109487,199,198,160,2
109488,199,198,160,2
109489,199,198,160,2
109490,199,198,160,2
109491,199,198,160,2
109492,197,196,158,2
109493,196,195,157,2
109494,195,194,156,2
109495,193,192,154,2
109496,192,192,152,2
109497,192,192,152,2
109498,192,192,152,2
109499,192,192,152,2
109500,193,193,153,2
109501,193,193,153,2
109502,191,191,151,2
109503,190,190,150,2
109504,190,190,150,2
109505,190,191,149,2
109506,191,191,151,2
109507,192,193,151,2
109508,185,183,142,2
109509,185,184,140,2
109510,185,184,140,2
109511,185,184,140,2
109512,185,184,140,2
109513,185,184,140,2
109514,185,184,140,2
109515,185,184,140,2
109516,184,183,139,2
109517,184,183,139,2
109518,184,183,139,2
109519,184,183,139,2
109520,184,183,139,2
109521,184,183,139,2
109522,184,183,139,2
109523,184,183,139,2
109524,185,184,140,2
109525,185,184,140,2
109526,184,183,139,2
109527,184,183,139,2
109528,184,183,139,2
109529,183,182,138,2
109530,183,182,138,2
109531,183,182,138,2
109532,183,182,138,2
109533,183,182,138,2
109534,183,182,138,2
109535,183,182,138,2
109536,183,182,138,2
109537,182,181,137,2
109538,182,181,137,2
109539,182,181,137,2
109540,182,181,137,2
109541,182,181,137,2
109542,182,181,137,2
109543,182,181,137,2
109544,182,181,137,2
109545,182,181,137,2
109546,182,181,137,2
109547,182,181,137,2
109548,239,202,168,2
109549,239,203,167,2
109550,239,203,167,2
109551,238,204,168,2
109552,238,204,168,2
109553,182,181,137,2
109554,182,181,137,2
109555,182,181,137,2
109556,179,180,136,2
109557,179,180,136,2
109558,180,181,137,2
109559,180,181,137,2
109560,181,182,140,2
109561,181,182,140,2
109562,182,183,141,2
109563,182,183,141,2
109564,184,185,143,2
109565,184,185,143,2
109566,183,184,142,2
109567,183,184,142,2
109568,183,184,142,2
109569,183,184,142,2
109570,183,184,142,2
109571,183,183,143,2
109572,181,182,143,2
109573,178,181,142,2
109574,185,186,146,2
109575,184,188,146,2
109576,182,185,140,2
109577,176,182,135,2
109578,193,199,152,2
109579,152,157,112,2
109580,134,138,97,2
109581,143,147,111,2
109582,124,127,95,2
109583,86,87,61,2
109584,36,37,17,2
109585,29,29,13,2
109586,12,10,0,2
109587,8,7,0,2
109588,6,7,0,2
109589,8,8,2,2
109590,14,15,6,2
109591,24,25,16,2
109592,35,36,26,2
109593,47,48,38,2
109594,67,67,55,2
109595,82,82,68,2
109596,71,71,57,2
109597,72,73,57,2
109598,68,69,53,2
109599,64,65,49,2
109600,66,66,48,2
109601,70,70,52,2
109602,66,66,48,2
109603,56,58,39,2
109604,8,11,0,2
109605,11,16,1,2
109606,8,10,0,2
109607,4,5,0,2
109608,8,9,0,2
109609,4,4,0,2
109610,2,1,0,2
109611,11,10,6,2
109612,4,2,1,2
109613,2,0,0,2
109614,2,0,0,2
109615,6,5,1,2
109616,16,13,8,2
109617,21,19,11,2
109618,20,19,9,2
109619,15,16,7,2
109620,10,8,7,2
109621,8,8,8,2
109622,7,5,5,2
109623,4,2,2,2
109624,3,1,1,2
109625,7,5,5,2
109626,15,13,12,2
109627,21,20,16,2
109628,30,30,24,2
109629,27,27,21,2
109630,28,25,20,2
109631,32,29,24,2
109632,36,33,28,2
109633,37,34,29,2
109634,34,31,27,2
109635,32,29,24,2
109636,35,32,27,2
109637,35,33,25,2
109638,37,36,26,2
109639,38,37,27,2
109640,40,40,28,2
109641,42,42,28,2
109642,43,43,29,2
109643,44,44,30,2
109644,42,42,28,2
109645,47,47,33,2
109646,50,50,36,2
109647,42,42,30,2
109648,24,23,13,2
109649,7,5,0,2
109650,4,2,0,2
109651,3,2,0,2
109652,0,0,4,2
109653,4,3,12,2
109654,2,1,5,2
109655,2,3,1,2
109656,4,5,0,2
109657,10,10,0,2
109658,10,12,0,2
109659,72,74,45,2
109660,79,80,46,2
109661,77,80,41,2
109662,76,78,36,2
109663,75,77,35,2
109664,76,78,36,2
109665,78,80,38,2
109666,79,81,39,2
109667,79,81,39,2
109668,68,70,28,2
109669,65,67,25,2
109670,60,62,20,2
109671,54,58,17,2
109672,53,57,16,2
109673,54,57,18,2
109674,54,57,18,2
109675,55,57,21,2
109676,53,55,19,2
109677,53,55,19,2
109678,52,53,19,2
109679,52,53,19,2
109680,51,52,18,2
109681,51,52,18,2
109682,50,51,17,2
109683,50,51,17,2
109684,49,51,15,2
109685,49,52,13,2
109686,51,51,15,2
109687,48,50,14,2
109688,49,49,13,2
109689,47,49,13,2
109690,48,48,12,2
109691,46,48,12,2
109692,46,46,10,2
109693,44,46,10,2
109694,46,45,11,2
109695,43,44,10,2
109696,44,43,9,2
109697,42,43,9,2
109698,43,42,8,2
109699,43,43,7,2
109700,40,40,4,2
109701,42,43,4,2
109702,54,53,15,2
109703,70,70,30,2
109704,77,78,36,2
109705,76,77,33,2
109706,78,80,34,2
109707,85,88,39,2
109708,100,103,53,2
109709,104,107,57,2
109710,113,114,64,2
109711,120,121,71,2
109712,126,127,77,2
109713,128,129,79,2
109714,128,129,79,2
109715,128,129,79,2
109716,127,130,81,2
109717,126,129,80,2
109718,107,110,61,2
109719,78,81,32,2
109720,63,66,17,2
109721,66,69,20,2
109722,70,73,24,2
109723,67,70,21,2
109724,69,71,25,2
109725,69,71,25,2
109726,69,71,25,2
109727,69,71,25,2
109728,69,71,25,2
109729,69,71,25,2
109730,69,71,25,2
109731,69,71,25,2
109732,69,71,25,2
109733,69,72,23,2
109734,69,71,25,2
109735,68,70,24,2
109736,68,70,24,2
109737,68,70,24,2
109738,67,69,23,2
109739,67,68,24,2
109740,68,69,25,2
109741,68,69,25,2
109742,68,69,25,2
109743,68,69,25,2
109744,67,68,24,2
109745,64,65,21,2
109746,58,59,15,2
109747,52,54,12,2
109748,54,57,18,2
109749,53,56,17,2
109750,51,53,17,2
109751,51,54,15,2
109752,52,54,18,2
109753,53,55,19,2
109754,54,56,20,2
109755,53,55,19,2
109756,57,58,24,2
109757,56,57,23,2
109758,53,54,20,2
109759,51,52,18,2
109760,48,49,15,2
109761,45,46,12,2
109762,43,44,12,2
109763,44,45,6,2
109764,80,79,28,2
109765,108,107,49,2
109766,113,112,54,2
109767,112,111,53,2
109768,112,111,53,2
109769,111,110,52,2
109770,114,113,55,2
109771,109,108,50,2
109772,111,110,52,2
109773,110,109,51,2
109774,110,109,51,2
109775,109,108,50,2
109776,109,108,50,2
109777,108,107,49,2
109778,108,107,49,2
109779,108,107,49,2
109780,108,107,51,2
109781,107,106,50,2
109782,106,105,49,2
109783,105,104,48,2
109784,105,104,48,2
109785,106,105,49,2
109786,107,106,50,2
109787,108,107,51,2
109788,112,111,55,2
109789,113,112,56,2
109790,113,112,56,2
109791,113,112,56,2
109792,113,112,56,2
109793,113,112,56,2
109794,114,113,57,2
109795,116,115,59,2
109796,110,109,53,2
109797,119,118,62,2
109798,116,117,61,2
109799,109,110,54,2
109800,109,110,54,2
109801,125,125,71,2
109802,156,156,102,2
109803,185,184,133,2
109804,182,181,130,2
109805,182,181,131,2
109806,180,181,131,2
109807,180,180,132,2
109808,180,180,134,2
109809,180,180,134,2
109810,180,180,134,2
109811,180,180,134,2
109812,183,180,135,2
109813,182,179,134,2
109814,180,177,132,2
109815,178,175,130,2
109816,177,174,129,2
109817,178,175,130,2
109818,179,176,131,2
109819,180,177,132,2
109820,179,176,131,2
109821,179,176,131,2
109822,179,176,131,2
109823,179,176,131,2
109824,179,176,131,2
109825,179,176,131,2
109826,179,176,131,2
109827,179,176,131,2
109828,179,176,131,2
109829,179,176,131,2
109830,179,176,131,2
109831,179,176,131,2
109832,179,176,131,2
109833,179,176,131,2
109834,179,176,131,2
109835,179,176,131,2
109836,179,176,131,2
109837,229,160,91,2
109838,226,155,87,2
109839,225,156,87,2
109840,224,155,85,2
109841,225,156,86,2
109842,226,157,88,2
109843,224,153,85,2
109844,224,155,85,2
109845,230,161,92,2
109846,232,162,95,2
109847,228,158,91,2
109848,228,157,90,2
109849,228,157,90,2
109850,226,155,87,2
109851,226,156,86,2
109852,226,155,87,2
109853,179,177,129,2
109854,179,177,129,2
109855,208,192,175,2
109856,219,203,190,2
109857,202,188,182,2
109858,193,176,167,2
109859,203,186,177,2
109860,196,179,170,2
109861,214,197,188,2
109862,218,201,192,2
109863,202,185,176,2
109864,200,183,174,2
109865,214,197,188,2
109866,219,203,190,2
109867,221,205,192,2
109868,189,173,160,2
109869,216,200,187,2
109870,179,177,129,2
109871,179,177,129,2
109872,179,177,129,2
109873,179,177,129,2
109874,248,250,250,2
109875,248,250,250,2
109876,248,250,250,2
109877,248,250,250,2
109878,248,250,250,2
109879,248,250,250,2
109880,248,250,250,2
109881,248,250,250,2
109882,248,250,250,2
109883,248,250,250,2
109884,248,250,250,2
109885,248,250,250,2
109886,248,250,250,2
109887,248,250,250,2
109888,248,250,250,2
109889,248,250,250,2
109890,248,250,250,2
109891,248,250,250,2
109892,248,250,250,2
109893,248,250,250,2
109894,246,248,248,2
109895,247,249,249,2
109896,247,249,249,2
109897,179,177,129,2
109898,178,176,128,2
109899,177,175,127,2
109900,177,175,127,2
109901,177,175,127,2
109902,177,175,127,2
109903,177,175,127,2
109904,177,175,127,2
109905,177,175,127,2
109906,177,175,127,2
109907,177,175,127,2
109908,178,176,128,2
109909,178,176,128,2
109910,178,176,128,2
109911,177,175,127,2
109912,177,175,127,2
109913,177,175,127,2
109914,176,174,126,2
109915,176,174,126,2
109916,176,174,126,2
109917,176,174,126,2
109918,176,174,126,2
109919,176,174,126,2
109920,176,174,126,2
109921,176,174,126,2
109922,176,174,126,2
109923,176,174,126,2
109924,176,175,125,2
109925,176,175,125,2
109926,176,175,125,2
109927,176,175,125,2
109928,176,175,125,2
109929,176,175,125,2
109930,176,174,126,2
109931,176,174,126,2
109932,176,174,126,2
109933,176,174,126,2
109934,176,174,126,2
109935,175,173,125,2
109936,175,173,125,2
109937,175,173,125,2
109938,175,173,125,2
109939,175,173,125,2
109940,179,174,129,2
109941,180,175,130,2
109942,181,177,129,2
109943,180,178,130,2
109944,180,179,129,2
109945,177,178,128,2
109946,176,177,127,2
109947,175,175,127,2
109948,184,186,140,2
109949,170,171,129,2
109950,176,176,136,2
109951,173,173,137,2
109952,129,128,94,2
109953,83,81,51,2
109954,73,70,42,2
109955,81,79,49,2
109956,76,74,39,2
109957,80,78,38,2
109958,101,99,59,2
109959,139,137,96,2
109960,170,169,125,2
109961,179,176,131,2
109962,175,173,125,2
109963,172,171,121,2
109964,173,172,122,2
109965,173,172,121,2
109966,173,172,121,2
109967,172,171,120,2
109968,172,171,120,2
109969,171,170,119,2
109970,171,170,119,2
109971,171,170,119,2
109972,172,171,120,2
109973,172,171,120,2
109974,172,171,120,2
109975,171,172,122,2
109976,171,172,122,2
109977,171,172,122,2
109978,171,172,122,2
109979,171,171,123,2
109980,176,176,128,2
109981,171,171,125,2
109982,169,168,124,2
109983,176,171,132,2
109984,175,169,134,2
109985,147,139,109,2
109986,90,82,53,2
109987,37,31,8,2
109988,28,23,8,2
109989,31,27,16,2
109990,31,28,14,2
109991,31,28,14,2
109992,30,27,13,2
109993,23,20,6,2
109994,19,16,2,2
109995,25,22,8,2
109996,8,5,0,2
109997,14,11,0,2
109998,10,8,0,2
109999,13,11,0,2
110000,21,20,0,2
110001,13,12,0,2
110002,17,16,0,2
110003,255,255,255,2
110004,201,199,164,2
110005,201,199,164,2
110006,201,199,164,2
110007,201,199,164,2
110008,201,199,164,2
110009,201,199,164,2
110010,201,199,164,2
110011,201,199,164,2
110012,201,199,164,2
110013,201,199,164,2
110014,201,199,164,2
110015,201,199,164,2
110016,201,199,164,2
110017,201,199,164,2
110018,201,199,164,2
110019,201,199,164,2
110020,201,199,164,2
110021,201,199,164,2
110022,201,199,164,2
110023,201,199,164,2
110024,201,199,164,2
110025,201,199,164,2
110026,201,199,164,2
110027,200,198,163,2
110028,200,198,163,2
110029,200,198,163,2
110030,200,198,163,2
110031,200,198,163,2
110032,200,198,163,2
110033,200,198,163,2
110034,200,198,163,2
110035,199,198,160,2
110036,199,198,160,2
110037,199,198,160,2
110038,199,198,160,2
110039,199,198,160,2
110040,199,198,160,2
110041,199,198,160,2
110042,199,198,160,2
110043,200,200,160,2
110044,200,200,160,2
110045,199,199,159,2
110046,199,199,159,2
110047,199,199,159,2
110048,198,198,158,2
110049,198,198,158,2
110050,198,198,158,2
110051,193,192,154,2
110052,193,192,154,2
110053,193,192,154,2
110054,193,192,154,2
110055,193,192,154,2
110056,193,192,154,2
110057,193,192,154,2
110058,193,192,154,2
110059,193,192,154,2
110060,193,192,154,2
110061,193,192,154,2
110062,193,192,154,2
110063,193,192,154,2
110064,193,193,153,2
110065,193,192,154,2
110066,193,193,153,2
110067,193,191,150,2
110068,190,188,147,2
110069,186,184,143,2
110070,184,182,141,2
110071,184,183,139,2
110072,185,184,140,2
110073,184,183,139,2
110074,183,182,138,2
110075,185,184,140,2
110076,185,184,140,2
110077,185,185,139,2
110078,185,185,139,2
110079,185,185,139,2
110080,185,185,139,2
110081,185,185,139,2
110082,185,185,139,2
110083,181,181,135,2
110084,184,184,138,2
110085,185,185,139,2
110086,184,184,138,2
110087,183,183,137,2
110088,183,183,137,2
110089,183,183,137,2
110090,182,182,136,2
110091,185,185,139,2
110092,185,185,139,2
110093,184,184,138,2
110094,183,183,137,2
110095,183,183,137,2
110096,182,182,136,2
110097,181,181,135,2
110098,181,181,135,2
110099,184,183,139,2
110100,184,183,139,2
110101,182,181,137,2
110102,181,180,136,2
110103,181,180,136,2
110104,182,181,137,2
110105,183,182,138,2
110106,183,182,138,2
110107,240,203,169,2
110108,240,204,168,2
110109,240,204,168,2
110110,238,204,168,2
110111,238,204,168,2
110112,183,182,138,2
110113,183,182,138,2
110114,183,182,138,2
110115,182,181,137,2
110116,182,181,137,2
110117,182,181,137,2
110118,182,181,137,2
110119,182,181,137,2
110120,182,181,137,2
110121,182,181,137,2
110122,182,181,137,2
110123,185,184,140,2
110124,185,184,140,2
110125,185,184,140,2
110126,185,184,140,2
110127,185,184,140,2
110128,186,185,141,2
110129,186,185,141,2
110130,184,185,143,2
110131,183,184,142,2
110132,182,184,142,2
110133,183,184,142,2
110134,183,186,141,2
110135,185,186,142,2
110136,182,185,140,2
110137,179,182,137,2
110138,175,177,135,2
110139,131,132,92,2
110140,140,143,104,2
110141,149,152,113,2
110142,130,132,96,2
110143,100,101,69,2
110144,63,63,33,2
110145,23,25,0,2
110146,14,15,0,2
110147,23,23,5,2
110148,24,25,9,2
110149,40,41,25,2
110150,57,58,42,2
110151,62,63,47,2
110152,86,87,71,2
110153,71,71,53,2
110154,64,66,47,2
110155,66,67,51,2
110156,77,78,62,2
110157,61,61,47,2
110158,63,63,51,2
110159,50,49,39,2
110160,17,16,6,2
110161,14,13,3,2
110162,6,5,0,2
110163,7,11,0,2
110164,2,8,0,2
110165,3,6,0,2
110166,3,5,0,2
110167,2,3,1,2
110168,0,0,0,2
110169,2,0,0,2
110170,2,0,0,2
110171,4,0,0,2
110172,10,6,5,2
110173,10,7,3,2
110174,5,3,0,2
110175,34,32,21,2
110176,63,63,47,2
110177,18,18,0,2
110178,25,25,9,2
110179,20,21,12,2
110180,20,19,15,2
110181,20,18,17,2
110182,16,14,13,2
110183,9,7,7,2
110184,4,2,2,2
110185,9,7,6,2
110186,17,17,11,2
110187,93,91,83,2
110188,56,55,45,2
110189,40,40,28,2
110190,46,46,34,2
110191,43,43,31,2
110192,39,38,28,2
110193,45,43,35,2
110194,48,47,37,2
110195,44,44,30,2
110196,45,46,30,2
110197,46,47,31,2
110198,48,49,33,2
110199,49,51,32,2
110200,50,52,33,2
110201,50,52,33,2
110202,50,51,35,2
110203,52,53,37,2
110204,61,61,47,2
110205,59,59,45,2
110206,40,40,28,2
110207,18,16,8,2
110208,7,4,0,2
110209,5,2,0,2
110210,3,2,0,2
110211,0,0,1,2
110212,0,0,3,2
110213,0,0,1,2
110214,3,3,3,2
110215,5,4,0,2
110216,9,7,0,2
110217,16,16,0,2
110218,22,25,0,2
110219,65,67,37,2
110220,74,77,38,2
110221,80,82,40,2
110222,82,85,39,2
110223,72,75,29,2
110224,74,77,28,2
110225,86,89,40,2
110226,75,78,29,2
110227,79,82,33,2
110228,78,80,34,2
110229,71,73,27,2
110230,61,64,19,2
110231,56,58,16,2
110232,58,59,19,2
110233,56,59,20,2
110234,55,58,19,2
110235,56,60,24,2
110236,49,53,17,2
110237,57,61,26,2
110238,50,54,19,2
110239,51,53,17,2
110240,57,59,23,2
110241,46,48,12,2
110242,50,52,16,2
110243,54,55,16,2
110244,53,54,14,2
110245,53,52,14,2
110246,50,51,12,2
110247,50,49,11,2
110248,47,48,9,2
110249,47,46,8,2
110250,45,46,7,2
110251,46,46,6,2
110252,46,47,7,2
110253,47,47,7,2
110254,46,47,7,2
110255,47,47,7,2
110256,46,47,7,2
110257,48,48,8,2
110258,50,51,9,2
110259,67,68,24,2
110260,77,79,33,2
110261,93,93,47,2
110262,105,105,59,2
110263,113,113,65,2
110264,117,117,69,2
110265,120,120,72,2
110266,123,124,74,2
110267,121,122,72,2
110268,121,122,72,2
110269,122,123,73,2
110270,122,123,73,2
110271,123,124,74,2
110272,124,125,75,2
110273,124,125,75,2
110274,125,126,76,2
110275,123,126,76,2
110276,127,130,80,2
110277,120,123,73,2
110278,72,75,25,2
110279,65,68,18,2
110280,68,71,21,2
110281,71,74,25,2
110282,65,68,19,2
110283,69,71,25,2
110284,69,71,25,2
110285,69,71,25,2
110286,69,71,25,2
110287,69,70,26,2
110288,69,70,26,2
110289,69,70,26,2
110290,69,71,25,2
110291,69,71,25,2
110292,69,71,25,2
110293,68,69,25,2
110294,67,68,24,2
110295,67,68,24,2
110296,67,68,24,2
110297,66,69,24,2
110298,66,68,26,2
110299,65,67,25,2
110300,67,69,27,2
110301,68,69,29,2
110302,66,67,27,2
110303,61,62,23,2
110304,56,57,18,2
110305,54,55,16,2
110306,51,54,15,2
110307,53,55,19,2
110308,53,55,19,2
110309,53,54,20,2
110310,53,55,19,2
110311,53,54,20,2
110312,53,54,20,2
110313,53,54,20,2
110314,53,54,20,2
110315,53,54,20,2
110316,53,54,20,2
110317,53,54,20,2
110318,53,54,20,2
110319,53,54,20,2
110320,53,54,20,2
110321,53,54,20,2
110322,55,56,16,2
110323,91,90,39,2
110324,111,110,52,2
110325,119,118,60,2
110326,114,113,55,2
110327,113,112,54,2
110328,111,110,52,2
110329,108,107,49,2
110330,108,107,49,2
110331,110,109,51,2
110332,109,108,50,2
110333,109,108,50,2
110334,109,108,50,2
110335,109,108,50,2
110336,109,108,50,2
110337,109,108,50,2
110338,109,108,50,2
110339,107,106,48,2
110340,107,106,48,2
110341,107,106,48,2
110342,108,107,49,2
110343,108,107,49,2
110344,107,106,48,2
110345,107,106,48,2
110346,107,106,48,2
110347,115,114,56,2
110348,115,114,56,2
110349,114,113,55,2
110350,114,113,55,2
110351,114,113,55,2
110352,114,113,55,2
110353,114,113,55,2
110354,114,113,55,2
110355,109,108,50,2
110356,116,115,57,2
110357,115,114,56,2
110358,115,114,56,2
110359,115,114,56,2
110360,107,106,50,2
110361,129,128,72,2
110362,180,179,123,2
110363,186,186,132,2
110364,177,176,125,2
110365,181,180,130,2
110366,186,184,136,2
110367,179,176,131,2
110368,179,176,131,2
110369,185,182,138,2
110370,182,179,135,2
110371,178,175,130,2
110372,178,176,128,2
110373,178,176,128,2
110374,178,176,128,2
110375,178,176,128,2
110376,179,177,129,2
110377,179,177,129,2
110378,179,177,129,2
110379,178,176,128,2
110380,178,176,128,2
110381,178,176,128,2
110382,178,176,128,2
110383,178,176,128,2
110384,179,177,129,2
110385,179,177,129,2
110386,179,177,129,2
110387,179,177,129,2
110388,179,177,129,2
110389,179,177,129,2
110390,179,177,129,2
110391,179,177,129,2
110392,179,177,129,2
110393,179,177,129,2
110394,179,177,129,2
110395,179,177,129,2
110396,227,157,90,2
110397,229,157,93,2
110398,228,158,91,2
110399,228,158,91,2
110400,229,160,91,2
110401,230,160,93,2
110402,229,158,94,2
110403,228,158,91,2
110404,229,159,92,2
110405,230,160,93,2
110406,228,158,91,2
110407,228,158,91,2
110408,228,158,91,2
110409,227,156,88,2
110410,228,157,89,2
110411,228,157,90,2
